state,year,type,source,descrip,spon_names_raw,spon_names_clean,spon_total,spon_women,spon_men,prop_spon_women,spon_white,spon_black,spon_hispanic,spon_asian,spon_native,spon_islander,spon_other,spon_minority,spon_dem,spon_rep,spon_thi,spon_np,prop_spon_dem
Rhode Island,2021,pros_scr,HB 5432,Mandates insurance coverage of prostate cancer screening.,"Rep. Mia Ackerman [D]	Rep. Michael Chippendale [R]	Rep. Bernard Hawkins [D]	Rep. Jacquelyn Baginski [D]
Rep. Joseph McNamara [D]","Rep. Mia Ackerman [D], Rep. Michael Chippendale [R], Rep. Bernard Hawkins [D], Rep. Jacquelyn Baginski [D], Rep. Joseph McNamara [D]",5,2,3,0.4,,,,,,,,0,4,1,0,0,0.8
Rhode Island,2023,contra_script,SB 103,Mandated insurance coverage for hormonal contraceptives with a prescription. ,"Sen. Meghan Kallman [D], Sen. Mark McKenney [D], Sen. Dawn Euer [D], Sen. Joshua Miller [D], Sen. Tiara Mack [D], Sen. Alana DiMario [D], Sen. Pamela Lauria [D], Sen. Matthew LaMountain [D], Sen. Ryan Pearson [D]","Sen. Meghan Kallman [D], Sen. Mark McKenney [D], Sen. Dawn Euer [D], Sen. Joshua Miller [D], Sen. Tiara Mack [D], Sen. Alana DiMario [D], Sen. Pamela Lauria [D], Sen. Matthew LaMountain [D], Sen. Ryan Pearson [D]",9,5,4,0.5555555556,,,,,,,,0,9,0,0,0,1
Rhode Island,2024,gen_affirm_man,HB 7577,Mandated insurance coverage for gender affirming surgery.,"  Rep. John Edwards [D]	Rep. Rebecca Kislak [D]	Rep. Edith Ajello [D]	Rep. Joseph McNamara [D]
Rep. Katherine Kazarian [D]	Rep. Jason Knight [D]	Rep. Susan Donovan [D]	Rep. Robert Craven [D]
Rep. Hagan McEntee [D]	Rep. Leonela Felix [D]","Rep. John Edwards [D], Rep. Rebecca Kislak [D], Rep. Edith Ajello [D], Rep. Joseph McNamara [D], Rep. Katherine Kazarian [D], Rep. Jason Knight [D], Rep. Susan Donovan [D], Rep. Robert Craven [D], Rep. Hagan McEntee [D], Rep. Leonela Felix [D]",10,6,4,0.6,,,,,,,,0,10,0,0,0,1
Rhode Island,2024,gen_affirm_man,SB 2262,Mandated insurance coverage for gender affirming surgery.,"Sen. Dawn Euer [D]	Sen. Tiara Mack [D]	Sen. Ryan Pearson [D]	Sen. Alana DiMario [D]
Sen. Joshua Miller [D]	Sen. Susan Sosnowski [D]	Sen. Louis Dipalma [D]	Sen. Mark McKenney [D]
Sen. Melissa Murray [D]	Sen. Frank Lombardi [D]","Sen. Dawn Euer [D], Sen. Tiara Mack [D], Sen. Ryan Pearson [D], Sen. Alana DiMario [D], Sen. Joshua Miller [D], Sen. Susan Sosnowski [D], Sen. Louis Dipalma [D], Sen. Mark McKenney [D], Sen. Melissa Murray [D], Sen. Frank Lombardi [D]",10,5,5,0.5,,,,,,,,0,10,0,0,0,1
South Carolina,2012,abor_lim,SB 102,Marketplace Limitations:  2012,"Sen. George Campsen [R], Sen. Michael Fair [R], Sen. Lawrence Grooms [R], Sen. Danny Verdin [R]","Sen. George Campsen [R], Sen. Michael Fair [R], Sen. Lawrence Grooms [R], Sen. Danny Verdin [R]",4,0,4,0,,,,,,,,0,0,4,0,0,0
South Dakota,2012,abor_lim,HB 1185,Marketplace Limitations:  2012,"Sen. Corey Brown [R], Rep. Bob Deelstra [R], Rep. Brian Gosch [R], Rep. Jon Hansen [R], Rep. Steve Hickey [R], Rep. Roger Hunt [R], Sen. Stace Nelson [R], Sen. Jenna Netherton [R], Sen. Betty Olson [R], Rep. Val Rausch [R], Rep. Shawn Tornow [R], Rep. Hal Wick [R]","Sen. Corey Brown [R], Rep. Bob Deelstra [R], Rep. Brian Gosch [R], Rep. Jon Hansen [R], Rep. Steve Hickey [R], Rep. Roger Hunt [R], Sen. Stace Nelson [R], Sen. Jenna Netherton [R], Sen. Betty Olson [R], Rep. Val Rausch [R], Rep. Shawn Tornow [R], Rep. Hal Wick [R]",12,2,10,0.1666666667,,,,,,,,0,0,12,0,0,0
Tennessee,2010,abor_lim,HB 2681,Marketplace Limitations: 2010,Rep. Timothy Hill [R],Rep. Timothy Hill [R],1,0,1,0,,,,,,,,0,0,1,0,0,0
Tennessee,2024,contra_ex_sup,SB 1919,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,"Sen. Raumesh Akbari [D], Sen. London Lamar [D], Sen. Jeff Yarbro [D]","Sen. Raumesh Akbari [D], Sen. London Lamar [D], Sen. Jeff Yarbro [D]",3,2,1,0.6666666667,,,,,,,,0,3,0,0,0,1
Tennessee,2024,pros_scr,HB 2954,Mandates insurance coverage of prostate cancer screening.,"Rep. G.A. Hardaway [D]	Rep. Sam Whitson [R]	Rep. Jeremy Faison [R]	Rep. Charlie Baum [R]
Rep. Patsy Hazlewood [R]	Rep. Jerome Moon [R]	Rep. Harold Love [D]	Rep. Johnny Shaw [D]
Rep. Karen Camper [D]	Rep. Tim Hicks [R]	Rep. Ed Butler [R]	Rep. Ronnie Glynn [D]
Rep. Joe Towns [D]	Rep. Gloria Johnson [D]	Rep. Clay Doggett [R]	Rep. John Gillespie [R]
Rep. John Ragan [R]	Rep. Andrew Farmer [R]	Rep. Chris Hurt [R]	Rep. Robert Stevens [R]
Rep. Todd Warner [R]	Rep. Mark White [R]	Rep. Sam McKenzie [D]	Rep. Kirk Haston [R]
Rep. Monty Fritts [R]	Rep. Gino Bulso [R]	Rep. Rick Eldridge [R]	Rep. Elaine Davis [R]
Rep. John Clemmons [D]	Rep. Larry Miller [D]	Rep. Jesse Chism [D]	Rep. Jason Powell [D]
Rep. Rebecca Alexander [R]	Rep. Dwayne Thompson [D]	Rep. Vincent Dixie [D]	Rep. Antonio Parkinson [D]
Rep. Sabi Kumar [R]","Rep. G.A. Hardaway [D], Rep. Sam Whitson [R], Rep. Jeremy Faison [R], Rep. Charlie Baum [R], Rep. Patsy Hazlewood [R], Rep. Jerome Moon [R], Rep. Harold Love [D], Rep. Johnny Shaw [D], Rep. Karen Camper [D], Rep. Tim Hicks [R], Rep. Ed Butler [R], Rep. Ronnie Glynn [D], Rep. Joe Towns [D], Rep. Gloria Johnson [D], Rep. Clay Doggett [R], Rep. John Gillespie [R], Rep. John Ragan [R], Rep. Andrew Farmer [R], Rep. Chris Hurt [R], Rep. Robert Stevens [R], Rep. Todd Warner [R], Rep. Mark White [R], Rep. Sam McKenzie [D], Rep. Kirk Haston [R], Rep. Monty Fritts [R], Rep. Gino Bulso [R], Rep. Rick Eldridge [R], Rep. Elaine Davis [R], Rep. John Clemmons [D], Rep. Larry Miller [D], Rep. Jesse Chism [D], Rep. Jason Powell [D], Rep. Rebecca Alexander [R], Rep. Dwayne Thompson [D], Rep. Vincent Dixie [D], Rep. Antonio Parkinson [D], Rep. Sabi Kumar [R]",37,6,31,0.1621621622,,,,,,,,0,15,22,0,0,0.4054054054
Texas,2017,abor_lim,HB 214,Marketplace Limitations: 2018,"Rep. John Smithee [R] Rep. Larry Phillips [R] Rep. Greg Bonnen [R] Rep. Dennis Bonnen [R], Rep. Jodie Laubenberg [R] Rep. Charles Anderson [R] Rep. Rodney Anderson [R] Rep. Cecil Bell [R], Rep. Kyle Biedermann [R] Rep. Dwayne Bohac [R] Rep. Cindy Burkett [R] Rep. Dewayne Burns [R], Rep. Dustin Burrows [R] Rep. Angie Button [R] Rep. Briscoe Cain [R] Rep. Giovanni Capriglione [R], Rep. Travis Clardy [R] Rep. Scott Cosper [R] Rep. John Cyrier [R] Rep. Jay Dean [R], Rep. Gary Elkins [R] Rep. Wayne Faircloth [R] Sen. Pat Fallon [R] Rep. Dan Flynn [R], Rep. James Frank [R] Rep. John Frullo [R] Rep. Craig Goldman [R] Rep. Lance Gooden [R], Rep. Cole Hefner [R] Rep. Justin Holland [R] Rep. Dan Huberty [R] Rep. Jason Isaac [R], Rep. Kyle Kacal [R] Rep. Mark Keough [R] Sen. Phil King [R] Rep. Stephanie Klick [R], Rep. Matt Krause [R] Rep. Stan Lambert [R] Rep. Brooks Landgraf [R] Rep. Mike Lang [R], Rep. Jeff Leach [R] Rep. J.M. Lozano [R] Rep. William Metcalf [R] Rep. Morgan Meyer [R], Rep. Rick Miller [R] Rep. Jim Murphy [R] Rep. Andrew Murr [R] Rep. Tom Oliverson [R], Rep. Chris Paddie [R] Sen. Tan Parker [R] Rep. Dennis Paul [R] Rep. Dade Phelan [R], Rep. Four Price [R] Rep. Matt Rinaldi [R] Rep. Kevin Roberts [R] Rep. Scott Sanford [R], Rep. Matt Schaefer [R] Rep. Mike Schofield [R] Rep. Leighton Schubert [R] Rep. Matthew Shaheen [R], Rep. J.D. Sheffield [R] Rep. Hugh Shine [R] Rep. Ron Simmons [R] Sen. Drew Springer [R], Rep. Phil Stephenson [R] Rep. Jonathan Stickland [R] Rep. Lynn Stucky [R] Rep. Valoree Swanson [R], Rep. Ed Thompson [R] Rep. Tony Tinderholt [R] Rep. Gary Vandeaver [R] Rep. Jason Villalba [R], Rep. James White [R] Rep. Terry Wilson [R] Rep. Paul Workman [R] Rep. John Wray [R], Rep. William Zedler [R] Rep. John Zerwas [R] Sen. Charles Creighton [R] Sen. Bob Hall [R]","Rep. John Smithee [R] Rep. Larry Phillips [R] Rep. Greg Bonnen [R] Rep. Dennis Bonnen [R], Rep. Jodie Laubenberg [R] Rep. Charles Anderson [R] Rep. Rodney Anderson [R] Rep. Cecil Bell [R], Rep. Kyle Biedermann [R] Rep. Dwayne Bohac [R] Rep. Cindy Burkett [R] Rep. Dewayne Burns [R], Rep. Dustin Burrows [R] Rep. Angie Button [R] Rep. Briscoe Cain [R] Rep. Giovanni Capriglione [R], Rep. Travis Clardy [R] Rep. Scott Cosper [R] Rep. John Cyrier [R] Rep. Jay Dean [R], Rep. Gary Elkins [R] Rep. Wayne Faircloth [R] Sen. Pat Fallon [R] Rep. Dan Flynn [R], Rep. James Frank [R] Rep. John Frullo [R] Rep. Craig Goldman [R] Rep. Lance Gooden [R], Rep. Cole Hefner [R] Rep. Justin Holland [R] Rep. Dan Huberty [R] Rep. Jason Isaac [R], Rep. Kyle Kacal [R] Rep. Mark Keough [R] Sen. Phil King [R] Rep. Stephanie Klick [R], Rep. Matt Krause [R] Rep. Stan Lambert [R] Rep. Brooks Landgraf [R] Rep. Mike Lang [R], Rep. Jeff Leach [R] Rep. J.M. Lozano [R] Rep. William Metcalf [R] Rep. Morgan Meyer [R], Rep. Rick Miller [R] Rep. Jim Murphy [R] Rep. Andrew Murr [R] Rep. Tom Oliverson [R], Rep. Chris Paddie [R] Sen. Tan Parker [R] Rep. Dennis Paul [R] Rep. Dade Phelan [R], Rep. Four Price [R] Rep. Matt Rinaldi [R] Rep. Kevin Roberts [R] Rep. Scott Sanford [R], Rep. Matt Schaefer [R] Rep. Mike Schofield [R] Rep. Leighton Schubert [R] Rep. Matthew Shaheen [R], Rep. J.D. Sheffield [R] Rep. Hugh Shine [R] Rep. Ron Simmons [R] Sen. Drew Springer [R], Rep. Phil Stephenson [R] Rep. Jonathan Stickland [R] Rep. Lynn Stucky [R] Rep. Valoree Swanson [R], Rep. Ed Thompson [R] Rep. Tony Tinderholt [R] Rep. Gary Vandeaver [R] Rep. Jason Villalba [R], Rep. James White [R] Rep. Terry Wilson [R] Rep. Paul Workman [R] Rep. John Wray [R], Rep. William Zedler [R] Rep. John Zerwas [R] Sen. Charles Creighton [R] Sen. Bob Hall [R]",80,5,75,0.0625,,,,,,,,0,0,80,0,0,0
Texas,2023,contra_ex_sup,HB 916 ,Mandated insurance coverage for 12-month FDA approved prescription contraceptives.,"Rep. Claudia Ordaz Perez [D], Rep. Shelby Slawson [R], Rep. James Frank [R], Rep. Toni Rose [D], Rep. Donna Howard [D], Rep. Alma Allen [D], Rep. Rafael Anchia [D], Rep. Ernest Bailes [R], Rep. Diego Bernal [D], Rep. Ben Bumgarner [R], Rep. Angie Button [R], Rep. Elizabeth Campos [D], Rep. Nicole Collier [D], Rep. David Cook [R], Rep. Philip Cortez [D], Rep. Drew Darby [R], Rep. Maria Flores [D], Rep. Frederick Frazier [R], Rep. Erin Gamez [D], Rep. Josey Garcia [D], Rep. Gary Gates [R], Rep. Jessica Gonzalez [D], Rep. Vikki Goodwin [D], Rep. Ryan Guillen [R], Rep. Caroline Harris Davila [R], Rep. Ana Hernandez [D], Rep. Gina Hinojosa [D], Rep. Carrie Isaac [R], Rep. Jacey Jetton [R], Rep. Ann Johnson [D], Rep. Jarvis Johnson [D], Rep. Julie Johnson [D], Rep. Venton Jones [D], Rep. Suleman Lalani [D], Rep. Stan Lambert [R], Rep. Jeff Leach [R], Rep. Janie Lopez [R], Rep. Ray Lopez [D], Rep. John Lujan [R], Rep. Christian Manuel [D], Rep. Terry Meza [D], Rep. Penny Morales Shaw [D], Rep. Christina Morales [D], Rep. Eddie Morales [D], Rep. Geanie Morrison [R], Rep. Victoria Neave Criado [D], Rep. Tom Oliverson [R], Rep. Angelia Orr [R], Rep. Lina Ortega [D], Rep. Jared Patterson [R], Rep. Mary Perez [D], Rep. Mihaela Plesa [D], Rep. Ana-Maria Rodriguez Ramos [D], Rep. John Raney [R], Rep. Ramon Romero [D], Rep. Hugh Shine [R], Rep. Reggie Smith [R], Rep. Kronda Thimesch [R], Rep. Ellen Troxclair [R], Rep. Chris Turner [D], Rep. Hubert Vo [D], Rep. Armando Walle [D], Rep. Eugene Wu [D], Rep. Erin Zwiener [D], Sen. Angela Paxton [R], Sen. Carol Alvarado [D], Sen. Cesar Blanco [D], Sen. Sarah Eckhardt [D], Sen. Juan Hinojosa [D], Sen. Joan Huffman [R], Sen. Morgan LaMantia [D], Sen. Royce West [D]","Rep. Claudia Ordaz Perez [D], Rep. Shelby Slawson [R], Rep. James Frank [R], Rep. Toni Rose [D], Rep. Donna Howard [D], Rep. Alma Allen [D], Rep. Rafael Anchia [D], Rep. Ernest Bailes [R], Rep. Diego Bernal [D], Rep. Ben Bumgarner [R], Rep. Angie Button [R], Rep. Elizabeth Campos [D], Rep. Nicole Collier [D], Rep. David Cook [R], Rep. Philip Cortez [D], Rep. Drew Darby [R], Rep. Maria Flores [D], Rep. Frederick Frazier [R], Rep. Erin Gamez [D], Rep. Josey Garcia [D], Rep. Gary Gates [R], Rep. Jessica Gonzalez [D], Rep. Vikki Goodwin [D], Rep. Ryan Guillen [R], Rep. Caroline Harris Davila [R], Rep. Ana Hernandez [D], Rep. Gina Hinojosa [D], Rep. Carrie Isaac [R], Rep. Jacey Jetton [R], Rep. Ann Johnson [D], Rep. Jarvis Johnson [D], Rep. Julie Johnson [D], Rep. Venton Jones [D], Rep. Suleman Lalani [D], Rep. Stan Lambert [R], Rep. Jeff Leach [R], Rep. Janie Lopez [R], Rep. Ray Lopez [D], Rep. John Lujan [R], Rep. Christian Manuel [D], Rep. Terry Meza [D], Rep. Penny Morales Shaw [D], Rep. Christina Morales [D], Rep. Eddie Morales [D], Rep. Geanie Morrison [R], Rep. Victoria Neave Criado [D], Rep. Tom Oliverson [R], Rep. Angelia Orr [R], Rep. Lina Ortega [D], Rep. Jared Patterson [R], Rep. Mary Perez [D], Rep. Mihaela Plesa [D], Rep. Ana-Maria Rodriguez Ramos [D], Rep. John Raney [R], Rep. Ramon Romero [D], Rep. Hugh Shine [R], Rep. Reggie Smith [R], Rep. Kronda Thimesch [R], Rep. Ellen Troxclair [R], Rep. Chris Turner [D], Rep. Hubert Vo [D], Rep. Armando Walle [D], Rep. Eugene Wu [D], Rep. Erin Zwiener [D], Sen. Angela Paxton [R], Sen. Carol Alvarado [D], Sen. Cesar Blanco [D], Sen. Sarah Eckhardt [D], Sen. Juan Hinojosa [D], Sen. Joan Huffman [R], Sen. Morgan LaMantia [D], Sen. Royce West [D]",72,37,35,0.5138888889,,,,,,,,0,44,28,0,0,0.6111111111
Texas,2023,contra_script,HB 916,Mandated insurance coverage for hormonal contraceptives with a prescription. ,"Rep. Claudia Ordaz Perez [D], Rep. Shelby Slawson [R], Rep. James Frank [R], Rep. Toni Rose [D], Rep. Donna Howard [D], Rep. Alma Allen [D], Rep. Rafael Anchia [D], Rep. Ernest Bailes [R], Rep. Diego Bernal [D], Rep. Ben Bumgarner [R], Rep. Angie Button [R], Rep. Elizabeth Campos [D], Rep. Nicole Collier [D], Rep. David Cook [R], Rep. Philip Cortez [D], Rep. Drew Darby [R], Rep. Maria Flores [D], Rep. Frederick Frazier [R], Rep. Erin Gamez [D], Rep. Josey Garcia [D], Rep. Gary Gates [R], Rep. Jessica Gonzalez [D], Rep. Vikki Goodwin [D], Rep. Ryan Guillen [R], Rep. Caroline Harris Davila [R], Rep. Ana Hernandez [D], Rep. Gina Hinojosa [D], Rep. Carrie Isaac [R], Rep. Jacey Jetton [R], Rep. Ann Johnson [D], Rep. Jarvis Johnson [D], Rep. Julie Johnson [D], Rep. Venton Jones [D], Rep. Suleman Lalani [D], Rep. Stan Lambert [R], Rep. Jeff Leach [R], Rep. Janie Lopez [R], Rep. Ray Lopez [D], Rep. John Lujan [R], Rep. Christian Manuel [D], Rep. Terry Meza [D], Rep. Penny Morales Shaw [D], Rep. Christina Morales [D], Rep. Eddie Morales [D], Rep. Geanie Morrison [R], Rep. Victoria Neave Criado [D], Rep. Tom Oliverson [R], Rep. Angelia Orr [R], Rep. Lina Ortega [D], Rep. Jared Patterson [R], Rep. Mary Perez [D], Rep. Mihaela Plesa [D], Rep. Ana-Maria Rodriguez Ramos [D], Rep. John Raney [R], Rep. Ramon Romero [D], Rep. Hugh Shine [R], Rep. Reggie Smith [R], Rep. Kronda Thimesch [R], Rep. Ellen Troxclair [R], Rep. Chris Turner [D], Rep. Hubert Vo [D], Rep. Armando Walle [D], Rep. Eugene Wu [D], Rep. Erin Zwiener [D], Sen. Angela Paxton [R], Sen. Carol Alvarado [D], Sen. Cesar Blanco [D], Sen. Sarah Eckhardt [D], Sen. Juan Hinojosa [D], Sen. Joan Huffman [R], Sen. Morgan LaMantia [D], Sen. Royce West [D]","Rep. Claudia Ordaz Perez [D], Rep. Shelby Slawson [R], Rep. James Frank [R], Rep. Toni Rose [D], Rep. Donna Howard [D], Rep. Alma Allen [D], Rep. Rafael Anchia [D], Rep. Ernest Bailes [R], Rep. Diego Bernal [D], Rep. Ben Bumgarner [R], Rep. Angie Button [R], Rep. Elizabeth Campos [D], Rep. Nicole Collier [D], Rep. David Cook [R], Rep. Philip Cortez [D], Rep. Drew Darby [R], Rep. Maria Flores [D], Rep. Frederick Frazier [R], Rep. Erin Gamez [D], Rep. Josey Garcia [D], Rep. Gary Gates [R], Rep. Jessica Gonzalez [D], Rep. Vikki Goodwin [D], Rep. Ryan Guillen [R], Rep. Caroline Harris Davila [R], Rep. Ana Hernandez [D], Rep. Gina Hinojosa [D], Rep. Carrie Isaac [R], Rep. Jacey Jetton [R], Rep. Ann Johnson [D], Rep. Jarvis Johnson [D], Rep. Julie Johnson [D], Rep. Venton Jones [D], Rep. Suleman Lalani [D], Rep. Stan Lambert [R], Rep. Jeff Leach [R], Rep. Janie Lopez [R], Rep. Ray Lopez [D], Rep. John Lujan [R], Rep. Christian Manuel [D], Rep. Terry Meza [D], Rep. Penny Morales Shaw [D], Rep. Christina Morales [D], Rep. Eddie Morales [D], Rep. Geanie Morrison [R], Rep. Victoria Neave Criado [D], Rep. Tom Oliverson [R], Rep. Angelia Orr [R], Rep. Lina Ortega [D], Rep. Jared Patterson [R], Rep. Mary Perez [D], Rep. Mihaela Plesa [D], Rep. Ana-Maria Rodriguez Ramos [D], Rep. John Raney [R], Rep. Ramon Romero [D], Rep. Hugh Shine [R], Rep. Reggie Smith [R], Rep. Kronda Thimesch [R], Rep. Ellen Troxclair [R], Rep. Chris Turner [D], Rep. Hubert Vo [D], Rep. Armando Walle [D], Rep. Eugene Wu [D], Rep. Erin Zwiener [D], Sen. Angela Paxton [R], Sen. Carol Alvarado [D], Sen. Cesar Blanco [D], Sen. Sarah Eckhardt [D], Sen. Juan Hinojosa [D], Sen. Joan Huffman [R], Sen. Morgan LaMantia [D], Sen. Royce West [D]",72,37,35,0.5138888889,,,,,,,,0,44,28,0,0,0.6111111111
Texas,2023,fer_treat,HB 1649,Mandates insurance coverage for diagnosis and treatment of fertility services. ,"Rep. Angie Button [R]	Rep. Stephanie Klick [R]	Rep. Nicole Collier [D]	Rep. Caroline Harris Davila [R]
Rep. Victoria Neave Criado [D]	Rep. Mihaela Plesa [D]	Sen. Tan Parker [R]","Rep. Angie Button [R], Rep. Stephanie Klick [R], Rep. Nicole Collier [D], Rep. Caroline Harris Davila [R], Rep. Victoria Neave Criado [D], Rep. Mihaela Plesa [D], Sen. Tan Parker [R]",7,6,1,0.8571428571,,,,,,,,0,3,4,0,0,0.4285714286
Utah,2019,abor_lim,HB 40,No health benefit plan can provide coverage for an abortion in a health insurance exchange created under the federal Patient Protection and Affordable Care Act unless the coverage is a type of permitted abortion coverage (death or harm to fetus or mother).,"Rep. Paul Ray [R], Sen. Karen Mayne [D]","Rep. Paul Ray [R], Sen. Karen Mayne [D]",2,1,1,0.5,,,,,,,,0,1,1,0,0,0.5
Utah,2021,fer_treat,HB 192,Mandates insurance coverage for diagnosis and treatment of fertility services. ,Rep. Raymond Ward [R]	Sen. Curtis Bramble [R],"Rep. Raymond Ward [R], Sen. Curtis Bramble [R]",2,0,2,0,,,,,,,,0,0,2,0,0,0
Vermont,2016,contra_ex_sup,HB 620,Mandated insurance coverage for 12-month FDA approved contraceptives.,"Rep. Ann Pugh [D], Rep. Timothy Briglin [D], Rep. Mollie Burke [D], Rep. Sarah Buxton [D], Rep. Sarah Copeland-Hanzas [D], Rep. Helen Head [D], Rep. Mary Hooper [D], Rep. Patricia Komline [R], Rep. Jill Krowinski [D], Rep. Michael Mrowicki [D], Sen. Christopher Pearson [D], Rep. Laura Sibilia [I], Rep. Thomas Stevens [D], Rep. George Till [D], Rep. Tristan Toleno [D]","Rep. Ann Pugh [D], Rep. Timothy Briglin [D], Rep. Mollie Burke [D], Rep. Sarah Buxton [D], Rep. Sarah Copeland-Hanzas [D], Rep. Helen Head [D], Rep. Mary Hooper [D], Rep. Patricia Komline [R], Rep. Jill Krowinski [D], Rep. Michael Mrowicki [D], Sen. Christopher Pearson [D], Rep. Laura Sibilia [I], Rep. Thomas Stevens [D], Rep. George Till [D], Rep. Tristan Toleno [D]",15,9,5,0.6,,,,,,,,0,13,1,1,0,0.8666666667
Vermont,2016,contra_no_share,HB 620,No cost sharing for FDA approved contraceptives.,"Rep. Ann Pugh [D], Rep. Timothy Briglin [D], Rep. Mollie Burke [D], Rep. Sarah Buxton [D], Rep. Sarah Copeland-Hanzas [D], Rep. Helen Head [D], Rep. Mary Hooper [D], Rep. Patricia Komline [R], Rep. Jill Krowinski [D], Rep. Michael Mrowicki [D], Sen. Christopher Pearson [D], Rep. Laura Sibilia [I], Rep. Thomas Stevens [D], Rep. George Till [D], Rep. Tristan Toleno [D]","Rep. Ann Pugh [D], Rep. Timothy Briglin [D], Rep. Mollie Burke [D], Rep. Sarah Buxton [D], Rep. Sarah Copeland-Hanzas [D], Rep. Helen Head [D], Rep. Mary Hooper [D], Rep. Patricia Komline [R], Rep. Jill Krowinski [D], Rep. Michael Mrowicki [D], Sen. Christopher Pearson [D], Rep. Laura Sibilia [I], Rep. Thomas Stevens [D], Rep. George Till [D], Rep. Tristan Toleno [D]",15,9,5,0.6,,,,,,,,0,13,1,1,0,0.8666666667
Vermont,2016,vase,House Bill 620,Mandates insurance coverage for vasectomies.,"Rep. Ann Pugh [D]	Rep. Timothy Briglin [D]	Rep. Mollie Burke [D]	Rep. Sarah Buxton [D]
Rep. Sarah Copeland-Hanzas [D]	Rep. Helen Head [D]	Rep. Mary Hooper [D]	Rep. Patricia Komline [R]
Rep. Jill Krowinski [D]	Rep. Michael Mrowicki [D]	Sen. Christopher Pearson [D]	Rep. Laura Sibilia [I]
Rep. Thomas Stevens [D]	Rep. George Till [D]	Rep. Tristan Toleno [D]","Rep. Ann Pugh [D], Rep. Timothy Briglin [D], Rep. Mollie Burke [D], Rep. Sarah Buxton [D], Rep. Sarah Copeland-Hanzas [D], Rep. Helen Head [D], Rep. Mary Hooper [D], Rep. Patricia Komline [R], Rep. Jill Krowinski [D], Rep. Michael Mrowicki [D], Sen. Christopher Pearson [D], Rep. Laura Sibilia [I], Rep. Thomas Stevens [D], Rep. George Till [D], Rep. Tristan Toleno [D]",15,9,6,0.6,,,,,,,,0,13,1,1,0,0.8666666667
Vermont,2020,contra_script,HB 663,Mandated insurance coverage for FDA-Approved contraceptives with a prescription. ,"Rep. Francis McFaun [R], Rep. Jessica Brumsted [D], Rep. Sandy Haas [D], Rep. Logan Nicoll [D], Rep. Daniel Noyes [D], Rep. Kelly Pajala [I], Rep. Ann Pugh [D], Rep. Carl Rosenquist [R], Rep. George Till [D], Rep. Theresa Wood [D], Rep. Marybeth Redmond [D]","Rep. Francis McFaun [R], Rep. Jessica Brumsted [D], Rep. Sandy Haas [D], Rep. Logan Nicoll [D], Rep. Daniel Noyes [D], Rep. Kelly Pajala [I], Rep. Ann Pugh [D], Rep. Carl Rosenquist [R], Rep. George Till [D], Rep. Theresa Wood [D], Rep. Marybeth Redmond [D]",11,6,5,0.5454545455,,,,,,,,0,8,2,1,0,0.7272727273
Vermont,2020,vase,HB 663,Mandates insurance coverage for vasectomies.,"Rep. Francis McFaun [R], Rep. Jessica Brumsted [D], Rep. Sandy Haas [D], Rep. Logan Nicoll [D], Rep. Daniel Noyes [D], Rep. Kelly Pajala [I], Rep. Ann Pugh [D], Rep. Carl Rosenquist [R], Rep. George Till [D], Rep. Theresa Wood [D], Rep. Marybeth Redmond [D]","Rep. Francis McFaun [R], Rep. Jessica Brumsted [D], Rep. Sandy Haas [D], Rep. Logan Nicoll [D], Rep. Daniel Noyes [D], Rep. Kelly Pajala [I], Rep. Ann Pugh [D], Rep. Carl Rosenquist [R], Rep. George Till [D], Rep. Theresa Wood [D], Rep. Marybeth Redmond [D]",11,6,5,0.5454545455,,,,,,,,0,8,2,1,0,0.7272727273
Vermont,2023,abor_man,SB 37,"Requires abortion coverage in all private plans, including ACA Marketplace plans: 2024","Sen. Virginia Lyons [D]	Sen. Ruth Hardy [D]	Sen. Alison Clarkson [D]	Sen. Kesha Ram Hinsdale [D]
Sen. Philip Baruth [D]	Sen. Christopher Bray [D]	Sen. Brian Campion [D]	Sen. Thomas Chittenden [D]
Sen. Ann Cummings [D]	Sen. Martine Gulick [D]	Sen. Wendy Harrison [D]	Sen. Nader Hashim [D]
Sen. Jane Kitchel [D]	Sen. Richard McCormack [D]	Sen. Andrew Perchlik [D]	Sen. Richard Sears [D]
Sen. Tanya Vyhovsky [D]	Sen. Anne Watson [D]	Sen. Rebecca White [D]	Sen. Irene Wrenner [D]","Sen. Virginia Lyons [D], Sen. Ruth Hardy [D], Sen. Alison Clarkson [D], Sen. Kesha Ram Hinsdale [D], Sen. Philip Baruth [D], Sen. Christopher Bray [D], Sen. Brian Campion [D], Sen. Thomas Chittenden [D], Sen. Ann Cummings [D], Sen. Martine Gulick [D], Sen. Wendy Harrison [D], Sen. Nader Hashim [D], Sen. Jane Kitchel [D], Sen. Richard McCormack [D], Sen. Andrew Perchlik [D], Sen. Richard Sears [D], Sen. Tanya Vyhovsky [D], Sen. Anne Watson [D], Sen. Rebecca White [D], Sen. Irene Wrenner [D]",20,12,8,0.6,,,,,,,,0,20,0,0,0,1
